epoch,checkpoint_file,checkpoint_path,temperature_T,tau_r995,tau_r990,spec_at_r995,spec_at_r990,prec_at_r990,ptr_at_r990,tn_at_r995,fn_at_r995,tn_at_r990,fn_at_r990
1,epoch_001.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_001.pt,1.366669,0.15,0.15,0.428571,0.428571,0.896996,0.924603,36,2,36,2
2,epoch_002.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_002.pt,1.478149,0.05,0.11,0.345238,0.452381,0.900433,0.916667,29,2,38,4
3,epoch_003.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_003.pt,1.437521,0.16,0.2,0.25,0.333333,0.881607,0.938492,21,2,28,3
4,epoch_004.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_004.pt,0.989772,0.24,0.31,0.5,0.607143,0.926667,0.892857,42,2,51,3
5,epoch_005.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_005.pt,1.525434,0.22,0.27,0.297619,0.392857,0.890792,0.926587,25,2,33,4
6,epoch_006.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_006.pt,1.379596,0.18,0.29,0.333333,0.452381,0.900433,0.916667,28,2,38,4
7,epoch_007.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_007.pt,1.262368,0.11,0.17,0.309524,0.440476,0.898488,0.918651,26,2,37,4
8,epoch_008.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_008.pt,0.892183,0.12,0.17,0.428571,0.52381,0.912281,0.904762,36,2,44,4
9,epoch_009.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_009.pt,1.650728,0.22,0.29,0.404762,0.452381,0.900433,0.916667,34,1,38,4
10,epoch_010.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_010.pt,1.028741,0.17,0.21,0.404762,0.440476,0.898488,0.918651,34,2,37,4
11,epoch_011.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_011.pt,1.221431,0.15,0.21,0.261905,0.380952,0.888889,0.928571,22,2,32,4
12,epoch_012.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_012.pt,1.139388,0.11,0.12,0.309524,0.333333,0.881607,0.938492,26,2,28,3
13,epoch_013.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_013.pt,1.584295,0.08,0.11,0.142857,0.202381,0.86157,0.960317,12,1,17,3
14,epoch_014.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_014.pt,1.709104,0.22,0.25,0.428571,0.440476,0.898488,0.918651,36,2,37,4
15,epoch_015.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_015.pt,1.65368,0.2,0.2,0.357143,0.357143,0.885593,0.936508,30,2,30,2
16,epoch_016.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_016.pt,1.453175,0.16,0.24,0.380952,0.488095,0.906318,0.910714,32,2,41,4
17,epoch_017.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_017.pt,1.405517,0.11,0.19,0.214286,0.488095,0.906318,0.910714,18,2,41,4
18,epoch_018.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_018.pt,1.379191,0.14,0.15,0.357143,0.380952,0.889126,0.930556,30,2,32,3
19,epoch_019.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_019.pt,1.382738,0.23,0.29,0.357143,0.428571,0.896552,0.920635,30,2,36,4
20,epoch_020.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_020.pt,1.528593,0.13,0.19,0.321429,0.380952,0.888889,0.928571,27,1,32,4
21,epoch_021.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_021.pt,1.483933,0.09,0.13,0.238095,0.369048,0.886994,0.930556,20,2,31,4
22,epoch_022.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_022.pt,1.076438,0.13,0.14,0.357143,0.380952,0.889126,0.930556,30,2,32,3
23,epoch_023.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_023.pt,1.290976,0.11,0.16,0.309524,0.345238,0.883227,0.934524,26,2,29,4
24,epoch_024.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_024.pt,1.416441,0.17,0.22,0.357143,0.416667,0.894624,0.922619,30,2,35,4
25,epoch_025.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_025.pt,1.771372,0.25,0.25,0.297619,0.297619,0.876569,0.948413,25,1,25,1
26,epoch_026.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_026.pt,1.659728,0.18,0.18,0.404762,0.404762,0.893162,0.928571,34,2,34,2
27,epoch_027.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_027.pt,1.730514,0.2,0.22,0.440476,0.464286,0.902386,0.914683,37,2,39,4
28,epoch_028.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_028.pt,1.666518,0.25,0.31,0.464286,0.547619,0.9163,0.900794,39,2,46,4
29,epoch_029.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_029.pt,1.552633,0.07,0.09,0.380952,0.452381,0.900433,0.916667,32,2,38,4
30,epoch_030.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_030.pt,1.448786,0.06,0.12,0.178571,0.428571,0.896552,0.920635,15,1,36,4
31,epoch_031.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_031.pt,2.152252,0.22,0.26,0.321429,0.392857,0.890792,0.926587,27,2,33,4
32,epoch_032.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_032.pt,1.489679,0.06,0.06,0.178571,0.178571,0.858316,0.96627,15,2,15,2
33,epoch_033.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_033.pt,1.482024,0.15,0.18,0.428571,0.452381,0.900433,0.916667,36,2,38,4
34,epoch_034.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_034.pt,1.989371,0.09,0.14,0.261905,0.357143,0.885106,0.93254,22,0,30,4
35,epoch_035.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_035.pt,1.791567,0.14,0.21,0.321429,0.416667,0.894624,0.922619,27,2,35,4
36,epoch_036.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_036.pt,1.422149,0.11,0.2,0.333333,0.5,0.908297,0.90873,28,2,42,4
37,epoch_037.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_037.pt,1.911679,0.19,0.22,0.321429,0.392857,0.890792,0.926587,27,2,33,4
38,epoch_038.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_038.pt,1.458284,0.16,0.16,0.416667,0.416667,0.895299,0.928571,35,1,35,1
39,epoch_039.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_039.pt,2.189133,0.15,0.21,0.142857,0.27381,0.872117,0.946429,12,1,23,4
40,epoch_040.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_040.pt,2.31291,0.15,0.19,0.238095,0.309524,0.877637,0.940476,20,2,26,4
41,epoch_041.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_041.pt,1.720622,0.17,0.23,0.380952,0.428571,0.896774,0.922619,32,2,36,3
42,epoch_042.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_042.pt,1.720548,0.17,0.17,0.392857,0.392857,0.891258,0.930556,33,2,33,2
43,epoch_043.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_043.pt,1.590375,0.18,0.25,0.392857,0.464286,0.902386,0.914683,33,2,39,4
44,epoch_044.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_044.pt,1.743904,0.16,0.2,0.333333,0.404762,0.892704,0.924603,28,2,34,4
45,epoch_045.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_045.pt,1.855243,0.13,0.14,0.27381,0.285714,0.874214,0.946429,23,2,24,3
46,epoch_046.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_046.pt,1.659164,0.17,0.19,0.440476,0.464286,0.902386,0.914683,37,2,39,4
47,epoch_047.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_047.pt,1.607182,0.11,0.15,0.238095,0.321429,0.879747,0.940476,20,2,27,3
48,epoch_048.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_048.pt,1.898937,0.1,0.19,0.214286,0.416667,0.894624,0.922619,18,2,35,4
49,epoch_049.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_049.pt,1.736032,0.16,0.23,0.428571,0.52381,0.912281,0.904762,36,2,44,4
50,epoch_050.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_050.pt,2.198559,0.17,0.24,0.380952,0.47619,0.904348,0.912698,32,2,40,4
51,epoch_051.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_051.pt,1.990488,0.16,0.23,0.333333,0.5,0.908297,0.90873,28,2,42,4
52,epoch_052.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_052.pt,2.134306,0.15,0.26,0.392857,0.511905,0.910284,0.906746,33,2,43,4
53,epoch_053.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_053.pt,1.97636,0.11,0.15,0.22619,0.345238,0.883227,0.934524,19,2,29,4
54,epoch_054.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_054.pt,1.942542,0.17,0.24,0.369048,0.428571,0.896552,0.920635,31,2,36,4
55,epoch_055.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_055.pt,2.145327,0.18,0.28,0.357143,0.47619,0.904348,0.912698,30,2,40,4
56,epoch_056.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_056.pt,2.327206,0.26,0.26,0.5,0.5,0.908696,0.912698,42,2,42,2
57,epoch_057.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_057.pt,2.361436,0.24,0.31,0.416667,0.47619,0.904348,0.912698,35,2,40,4
58,epoch_058.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_058.pt,2.318916,0.14,0.2,0.261905,0.416667,0.894624,0.922619,22,2,35,4
59,epoch_059.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_059.pt,2.132461,0.07,0.15,0.202381,0.380952,0.888889,0.928571,17,1,32,4
60,epoch_060.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_060.pt,2.091604,0.13,0.19,0.333333,0.440476,0.898488,0.918651,28,2,37,4
61,epoch_061.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_061.pt,2.034124,0.16,0.17,0.452381,0.488095,0.906318,0.910714,38,2,41,4
62,epoch_062.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_062.pt,2.443575,0.12,0.23,0.321429,0.488095,0.906318,0.910714,27,2,41,4
63,epoch_063.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_063.pt,2.204839,0.16,0.26,0.333333,0.5,0.908297,0.90873,28,2,42,4
64,epoch_064.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_064.pt,2.458509,0.08,0.2,0.238095,0.559524,0.918322,0.89881,20,1,47,4
65,epoch_065.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_065.pt,2.366966,0.2,0.2,0.464286,0.464286,0.902808,0.918651,39,2,39,2
66,epoch_066.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_066.pt,2.019877,0.15,0.27,0.404762,0.583333,0.922566,0.896825,34,2,49,3
67,epoch_067.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_067.pt,2.505423,0.13,0.21,0.261905,0.47619,0.904348,0.912698,22,2,40,4
68,epoch_068.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_068.pt,2.212947,0.14,0.14,0.416667,0.416667,0.895075,0.926587,35,2,35,2
69,epoch_069.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_069.pt,2.064281,0.11,0.16,0.380952,0.452381,0.900433,0.916667,32,2,38,4
70,epoch_070.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_070.pt,2.006167,0.15,0.21,0.5,0.607143,0.926503,0.890873,42,2,51,4
71,epoch_071.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_071.pt,2.109442,0.12,0.23,0.452381,0.607143,0.926503,0.890873,38,2,51,4
72,epoch_072.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_072.pt,2.53369,0.1,0.29,0.214286,0.559524,0.918502,0.900794,18,2,47,3
73,epoch_073.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_073.pt,2.652706,0.12,0.26,0.309524,0.488095,0.906318,0.910714,26,2,41,4
74,epoch_074.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_074.pt,2.307177,0.12,0.21,0.309524,0.47619,0.904348,0.912698,26,1,40,4
75,epoch_075.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_075.pt,2.527763,0.23,0.28,0.464286,0.488095,0.906318,0.910714,39,2,41,4
76,epoch_076.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_076.pt,2.485668,0.14,0.28,0.309524,0.559524,0.918502,0.900794,26,2,47,3
77,epoch_077.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_077.pt,2.667792,0.1,0.21,0.22619,0.464286,0.902386,0.914683,19,2,39,4
78,epoch_078.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_078.pt,2.679133,0.21,0.21,0.440476,0.440476,0.898925,0.922619,37,2,37,2
79,epoch_079.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_079.pt,2.738237,0.11,0.31,0.297619,0.571429,0.920354,0.896825,25,2,48,4
80,epoch_080.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_080.pt,2.631073,0.09,0.22,0.321429,0.511905,0.910284,0.906746,27,1,43,4
81,epoch_081.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_081.pt,2.496314,0.08,0.14,0.178571,0.392857,0.890792,0.926587,15,2,33,4
82,epoch_082.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_082.pt,2.699414,0.11,0.26,0.25,0.47619,0.904348,0.912698,21,2,40,4
83,epoch_083.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_083.pt,2.798875,0.14,0.19,0.297619,0.380952,0.888889,0.928571,25,2,32,4
84,epoch_084.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_084.pt,2.749749,0.1,0.16,0.285714,0.392857,0.890792,0.926587,24,2,33,4
85,epoch_085.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_085.pt,2.782003,0.21,0.34,0.416667,0.535714,0.914286,0.902778,35,1,45,4
86,epoch_086.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_086.pt,2.74189,0.28,0.35,0.511905,0.571429,0.920354,0.896825,43,2,48,4
87,epoch_087.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_087.pt,2.584721,0.13,0.22,0.345238,0.511905,0.910284,0.906746,29,2,43,4
88,epoch_088.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_088.pt,2.502909,0.11,0.35,0.321429,0.630952,0.930649,0.886905,27,1,53,4
89,epoch_089.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_089.pt,2.382568,0.14,0.32,0.380952,0.571429,0.920354,0.896825,32,2,48,4
90,epoch_090.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_090.pt,2.478941,0.07,0.22,0.285714,0.52381,0.912281,0.904762,24,1,44,4
91,epoch_091.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_091.pt,2.578183,0.13,0.17,0.404762,0.416667,0.89485,0.924603,34,1,35,3
92,epoch_092.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_092.pt,2.820059,0.23,0.28,0.47619,0.559524,0.918322,0.89881,40,2,47,4
93,epoch_093.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_093.pt,2.884885,0.16,0.24,0.321429,0.452381,0.900433,0.916667,27,2,38,4
94,epoch_094.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_094.pt,2.8073,0.13,0.17,0.357143,0.416667,0.89485,0.924603,30,2,35,3
95,epoch_095.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_095.pt,2.723935,0.14,0.26,0.309524,0.5,0.908297,0.90873,26,2,42,4
96,epoch_096.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_096.pt,2.814899,0.12,0.22,0.261905,0.464286,0.902597,0.916667,22,2,39,3
97,epoch_097.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_097.pt,3.087141,0.1,0.26,0.22619,0.47619,0.904348,0.912698,19,2,40,4
98,epoch_098.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_098.pt,2.975397,0.1,0.29,0.22619,0.535714,0.914286,0.902778,19,1,45,4
99,epoch_099.pt,H:\stage1_HN_l_pt_files\checkpoints\stage1_formal_gate_hn\yolo11l_gate2_formal_hn14_200ep\weights\epoch_099.pt,2.76464,0.12,0.18,0.27381,0.452381,0.900648,0.918651,23,2,38,3
